Entidad_Federativa,Periodo,Trimestre,Sexo,Poblacion_ocupada_en_la_industria_manufacturera,Poblaci n_ocupada,Tasa_de_ocupaci n_en_la_industria_manufacturera
Quintana Roo,2013,4,Hombres,25262,449967,5.6141894850000000000000
Quintana Roo,2013,4,Mujeres,11374,251343,4.5252901410000000000000
San Luis Potos ,2013,4,Hombres,128954,709807,18.167473690000000000000
San Luis Potos ,2013,4,Mujeres,71968,404272,17.801875960000000000000
Sinaloa,2013,4,Hombres,68981,771320,8.943240160000000000000
Sinaloa,2013,4,Mujeres,51279,492529,10.411366640000000000000
Sonora,2013,4,Hombres,114864,770393,14.909792790000000000000
Sonora,2013,4,Mujeres,98777,508335,19.431477270000000000000
Tabasco,2013,4,Hombres,44117,606463,7.2744751120000000000000
Tabasco,2013,4,Mujeres,17766,314205,5.6542703010000000000000
Tamaulipas,2013,4,Hombres,179752,921706,19.50209720000000000000
Tamaulipas,2013,4,Mujeres,114591,592686,19.33418370000000000000
Tlaxcala,2013,4,Hombres,67259,308666,21.790219850000000000000
Tlaxcala,2013,4,Mujeres,53497,204879,26.111509720000000000000
Veracruz,2013,4,Hombres,203193,2041032,9.9554049130000000000000
Veracruz,2013,4,Mujeres,94440,1088976,8.6723674350000000000000
Yucat n,2013,4,Hombres,92773,587368,15.79469770000000000000
Yucat n,2013,4,Mujeres,83879,390269,21.492611510000000000000
Zacatecas,2013,4,Hombres,33477,403299,8.3007892410000000000000
Zacatecas,2013,4,Mujeres,18888,198788,9.5015795720000000000000
Nacional,2014,1,Hombres,5023607,30474329,16.484717350000000000000
Nacional,2014,1,Mujeres,2846357,18606618,15.297551660000000000000
Aguascalientes,2014,1,Hombres,78223,301950,25.905944690000000000000
Aguascalientes,2014,1,Mujeres,37275,191488,19.465971760000000000000
Baja California,2014,1,Hombres,208776,883630,23.627083730000000000000
Baja California,2014,1,Mujeres,149978,564416,26.572244590000000000000
Baja California Sur,2014,1,Hombres,15124,205800,7.348882410000000000000
Baja California Sur,2014,1,Mujeres,9591,136511,7.0258074440000000000000
Campeche,2014,1,Hombres,19390,250885,7.7286406120000000000000
Campeche,2014,1,Mujeres,17159,135933,12.623130510000000000000
Coahuila,2014,1,Hombres,224687,750667,29.931647450000000000000
Coahuila,2014,1,Mujeres,97303,447548,21.741355120000000000000
Colima,2014,1,Hombres,16247,189366,8.5796816750000000000000
Colima,2014,1,Mujeres,11715,139483,8.3988729810000000000000
Chiapas,2014,1,Hombres,77477,1355555,5.7155187360000000000000
Chiapas,2014,1,Mujeres,62032,519404,11.942919190000000000000
Chihuahua,2014,1,Hombres,238801,919817,25.961794570000000000000
Chihuahua,2014,1,Mujeres,158030,520561,30.35763340000000000000
Ciudad de M xico,2014,1,Hombres,280655,2222306,12.628998890000000000000
Ciudad de M xico,2014,1,Mujeres,169619,1810639,9.3679082360000000000000
Durango,2014,1,Hombres,77955,437237,17.829003490000000000000
Durango,2014,1,Mujeres,34714,237609,14.609715960000000000000
Guanajuato,2014,1,Hombres,385513,1424985,27.053828640000000000000
Guanajuato,2014,1,Mujeres,193074,909209,21.235381520000000000000
Guerrero,2014,1,Hombres,66098,831936,7.9450823140000000000000
Guerrero,2014,1,Mujeres,69512,503840,13.796443320000000000000
Hidalgo,2014,1,Hombres,93382,704545,13.254227910000000000000
Hidalgo,2014,1,Mujeres,61898,414184,14.94456570000000000000
Jalisco,2014,1,Hombres,405756,1988027,20.409984370000000000000
Jalisco,2014,1,Mujeres,214030,1305526,16.394158370000000000000
M xico,2014,1,Hombres,879746,4315508,20.385688080000000000000
M xico,2014,1,Mujeres,396043,2587573,15.305577850000000000000
Michoac n,2014,1,Hombres,155770,1149572,13.550260440000000000000
Michoac n,2014,1,Mujeres,87201,670971,12.996239780000000000000
Morelos,2014,1,Hombres,55309,455361,12.146187310000000000000
Morelos,2014,1,Mujeres,33046,318213,10.3848680000000000000
Nayarit,2014,1,Hombres,20258,318086,6.3687178940000000000000
Nayarit,2014,1,Mujeres,17697,216358,8.1794987940000000000000
Nuevo Le n,2014,1,Hombres,391940,1341267,29.221624030000000000000
Nuevo Le n,2014,1,Mujeres,127060,752036,16.895467770000000000000
Oaxaca,2014,1,Hombres,72662,955634,7.6035385930000000000000
Oaxaca,2014,1,Mujeres,122854,662029,18.557193110000000000000
Puebla,2014,1,Hombres,205769,1535776,13.39837320000000000000
Puebla,2014,1,Mujeres,146207,985891,14.829935560000000000000
Quer taro,2014,1,Hombres,104540,450554,23.20254620000000000000
Quer taro,2014,1,Mujeres,52798,267836,19.712809330000000000000
Quintana Roo,2014,1,Hombres,24474,440828,5.5518252020000000000000
Quintana Roo,2014,1,Mujeres,10237,248681,4.1165187530000000000000
San Luis Potos ,2014,1,Hombres,123897,683390,18.129764850000000000000
San Luis Potos ,2014,1,Mujeres,63347,386663,16.383000180000000000000
Sinaloa,2014,1,Hombres,68656,773417,8.8769706380000000000000
Sinaloa,2014,1,Mujeres,46690,479413,9.7389933110000000000000
Sonora,2014,1,Hombres,123847,779790,15.882096460000000000000
Sonora,2014,1,Mujeres,89016,499360,17.82601730000000000000
Tabasco,2014,1,Hombres,41910,591227,7.0886478460000000000000
Tabasco,2014,1,Mujeres,16199,302945,5.347175230000000000000
Tamaulipas,2014,1,Hombres,182091,919389,19.805653540000000000000
Tamaulipas,2014,1,Mujeres,119841,568035,21.097467590000000000000
Tlaxcala,2014,1,Hombres,64520,302051,21.360631150000000000000
Tlaxcala,2014,1,Mujeres,48493,200771,24.153388690000000000000
Veracruz,2014,1,Hombres,200895,2055691,9.7726263330000000000000
Veracruz,2014,1,Mujeres,85044,1059519,8.0266611550000000000000
Yucat n,2014,1,Hombres,84044,578691,14.523122010000000000000
Yucat n,2014,1,Mujeres,75161,367498,20.452084090000000000000
Zacatecas,2014,1,Hombres,35195,361391,9.7387594050000000000000
Zacatecas,2014,1,Mujeres,23493,196475,11.957246470000000000000
Nacional,2014,2,Hombres,5004469,30590631,16.359482740000000000000
Nacional,2014,2,Mujeres,2833417,18710926,15.143114780000000000000
Aguascalientes,2014,2,Hombres,79304,308748,25.685672460000000000000
Aguascalientes,2014,2,Mujeres,34967,194316,17.99491550000000000000
Baja California,2014,2,Hombres,218823,899816,24.318638480000000000000
Baja California,2014,2,Mujeres,152754,581596,26.264623550000000000000
Baja California Sur,2014,2,Hombres,14053,209198,6.7175594410000000000000
Baja California Sur,2014,2,Mujeres,7529,133127,5.6555018890000000000000
Campeche,2014,2,Hombres,16752,250529,6.6866510460000000000000
Campeche,2014,2,Mujeres,16131,137019,11.772819830000000000000
Coahuila,2014,2,Hombres,243044,778313,31.227025630000000000000
Coahuila,2014,2,Mujeres,98013,465447,21.057821840000000000000
Colima,2014,2,Hombres,17375,192038,9.0476884780000000000000
Colima,2014,2,Mujeres,12088,142445,8.4860823480000000000000
Chiapas,2014,2,Hombres,75084,1306314,5.7477758030000000000000
Chiapas,2014,2,Mujeres,66991,526872,12.714852940000000000000
Chihuahua,2014,2,Hombres,254238,959443,26.498499650000000000000
Chihuahua,2014,2,Mujeres,152774,533145,28.655243880000000000000
Ciudad de M xico,2014,2,Hombres,280892,2210370,12.707917680000000000000
Ciudad de M xico,2014,2,Mujeres,153043,1815955,8.4276868090000000000000
Durango,2014,2,Hombres,77591,426899,18.17549350000000000000
Durango,2014,2,Mujeres,33178,243030,13.651812530000000000000
Guanajuato,2014,2,Hombres,392339,1420390,27.621920740000000000000
Guanajuato,2014,2,Mujeres,171730,928758,18.490284880000000000000
Guerrero,2014,2,Hombres,60943,887327,6.8681557080000000000000
Guerrero,2014,2,Mujeres,71899,534116,13.461308030000000000000
Hidalgo,2014,2,Hombres,95320,724479,13.157041130000000000000
Hidalgo,2014,2,Mujeres,55368,435672,12.70864320000000000000
Jalisco,2014,2,Hombres,375384,1976273,18.994541750000000000000
Jalisco,2014,2,Mujeres,228980,1306607,17.524779830000000000000
M xico,2014,2,Hombres,826567,4310668,19.174916740000000000000
M xico,2014,2,Mujeres,380549,2554314,14.89828580000000000000
Michoac n,2014,2,Hombres,148279,1175911,12.609712810000000000000
Michoac n,2014,2,Mujeres,91386,679576,13.447502560000000000000
Morelos,2014,2,Hombres,55514,464873,11.941756140000000000000
Morelos,2014,2,Mujeres,31197,319638,9.7601036170000000000000
Nayarit,2014,2,Hombres,23379,313993,7.4457073880000000000000
Nayarit,2014,2,Mujeres,15847,203554,7.7851577470000000000000
Nuevo Le n,2014,2,Hombres,378895,1369870,27.659193940000000000000
Nuevo Le n,2014,2,Mujeres,136692,798023,17.128829620000000000000
Oaxaca,2014,2,Hombres,73240,966060,7.581309650000000000000
Oaxaca,2014,2,Mujeres,106398,637374,16.693181710000000000000
Puebla,2014,2,Hombres,226210,1562231,14.479932870000000000000
Puebla,2014,2,Mujeres,136402,958392,14.23238090000000000000
Quer taro,2014,2,Hombres,101710,445109,22.850582670000000000000
Quer taro,2014,2,Mujeres,55903,279768,19.981913590000000000000
Quintana Roo,2014,2,Hombres,22391,446253,5.0175573050000000000000
Quintana Roo,2014,2,Mujeres,13204,259180,5.0945288990000000000000
San Luis Potos ,2014,2,Hombres,132409,692058,19.132644950000000000000
San Luis Potos ,2014,2,Mujeres,71990,398996,18.04278740000000000000
Sinaloa,2014,2,Hombres,69816,743761,9.3868863790000000000000
Sinaloa,2014,2,Mujeres,52325,461030,11.349586790000000000000
Sonora,2014,2,Hombres,126359,781943,16.159617770000000000000
Sonora,2014,2,Mujeres,103002,524892,19.62346540000000000000
Tabasco,2014,2,Hombres,41639,604830,6.8844138020000000000000
Tabasco,2014,2,Mujeres,18052,303157,5.9546703520000000000000
Tamaulipas,2014,2,Hombres,191263,911286,20.988251770000000000000
Tamaulipas,2014,2,Mujeres,122190,563696,21.676577450000000000000
Tlaxcala,2014,2,Hombres,68744,307351,22.366610160000000000000
Tlaxcala,2014,2,Mujeres,49753,206733,24.066307750000000000000
Veracruz,2014,2,Hombres,200175,1979811,10.110813610000000000000
Veracruz,2014,2,Mujeres,91504,1016583,9.0011341920000000000000
Yucat n,2014,2,Hombres,78560,580617,13.5304340000000000000
Yucat n,2014,2,Mujeres,76284,373553,20.42119860000000000000
Zacatecas,2014,2,Hombres,38177,383869,9.9453198880000000000000
Zacatecas,2014,2,Mujeres,25294,194362,13.013860730000000000000
Nacional,2014,3,Hombres,5017255,30849270,16.263772210000000000000
Nacional,2014,3,Mujeres,2885267,18606074,15.507124180000000000000
Aguascalientes,2014,3,Hombres,77101,317981,24.247046210000000000000
Aguascalientes,2014,3,Mujeres,34767,189395,18.35687320000000000000
Baja California,2014,3,Hombres,229561,897028,25.591285890000000000000
Baja California,2014,3,Mujeres,153200,565713,27.080869630000000000000
Baja California Sur,2014,3,Hombres,13366,209817,6.3703131780000000000000
Baja California Sur,2014,3,Mujeres,8205,130881,6.2690535680000000000000
Campeche,2014,3,Hombres,18095,249551,7.2510228370000000000000
Campeche,2014,3,Mujeres,17516,137676,12.722624130000000000000
Coahuila,2014,3,Hombres,237972,786678,30.250242160000000000000
Coahuila,2014,3,Mujeres,108740,475758,22.856157960000000000000
Colima,2014,3,Hombres,16528,196419,8.4146645690000000000000
Colima,2014,3,Mujeres,12924,140788,9.1797596390000000000000
Chiapas,2014,3,Hombres,66491,1292944,5.1426047840000000000000
Chiapas,2014,3,Mujeres,58291,517301,11.268294470000000000000
Chihuahua,2014,3,Hombres,255672,984563,25.968069080000000000000
Chihuahua,2014,3,Mujeres,152768,514632,29.684901060000000000000
Ciudad de M xico,2014,3,Hombres,279100,2230280,12.514123790000000000000
Ciudad de M xico,2014,3,Mujeres,141663,1817948,7.7924671110000000000000
Durango,2014,3,Hombres,75066,445106,16.864746820000000000000
Durango,2014,3,Mujeres,34328,240361,14.281851050000000000000
Guanajuato,2014,3,Hombres,413666,1468189,28.175255370000000000000
Guanajuato,2014,3,Mujeres,187047,930948,20.092099670000000000000
Guerrero,2014,3,Hombres,53659,895453,5.9923859770000000000000
Guerrero,2014,3,Mujeres,76971,541608,14.211569990000000000000
Hidalgo,2014,3,Hombres,99507,718353,13.852103350000000000000
Hidalgo,2014,3,Mujeres,74315,432442,17.184963530000000000000
Jalisco,2014,3,Hombres,369653,2033439,18.178711040000000000000
Jalisco,2014,3,Mujeres,219017,1288906,16.992472690000000000000
M xico,2014,3,Hombres,857278,4358720,19.668113570000000000000
M xico,2014,3,Mujeres,393608,2508994,15.687881280000000000000
Michoac n,2014,3,Hombres,145097,1164243,12.462776240000000000000
Michoac n,2014,3,Mujeres,94143,658303,14.300861460000000000000
Morelos,2014,3,Hombres,53839,459524,11.716254210000000000000
Morelos,2014,3,Mujeres,31117,320840,9.6986036650000000000000
Nayarit,2014,3,Hombres,21621,312644,6.9155333220000000000000
Nayarit,2014,3,Mujeres,19548,207093,9.4392374440000000000000
Nuevo Le n,2014,3,Hombres,377392,1382959,27.288733790000000000000
Nuevo Le n,2014,3,Mujeres,138708,794005,17.46941140000000000000
Oaxaca,2014,3,Hombres,75537,996892,7.5772500930000000000000
Oaxaca,2014,3,Mujeres,107634,631911,17.033094850000000000000
Puebla,2014,3,Hombres,217200,1550081,14.012170980000000000000
Puebla,2014,3,Mujeres,145867,963672,15.136581740000000000000
Quer taro,2014,3,Hombres,97962,444928,22.017494970000000000000
Quer taro,2014,3,Mujeres,54740,275025,19.903645120000000000000
Quintana Roo,2014,3,Hombres,21411,444601,4.8157786420000000000000
Quintana Roo,2014,3,Mujeres,12894,256480,5.0272925760000000000000
San Luis Potos ,2014,3,Hombres,126395,687297,18.390157380000000000000
San Luis Potos ,2014,3,Mujeres,66142,395083,16.741292340000000000000
Sinaloa,2014,3,Hombres,74356,738342,10.070671860000000000000
Sinaloa,2014,3,Mujeres,57670,478190,12.060059810000000000000
Sonora,2014,3,Hombres,125739,753304,16.691667640000000000000
Sonora,2014,3,Mujeres,93847,502764,18.666213170000000000000
Tabasco,2014,3,Hombres,41365,603319,6.8562402310000000000000
Tabasco,2014,3,Mujeres,16624,306159,5.4298583420000000000000
Tamaulipas,2014,3,Hombres,183295,864540,21.201448170000000000000
Tamaulipas,2014,3,Mujeres,125275,576330,21.736678640000000000000
Tlaxcala,2014,3,Hombres,68696,311026,22.086899490000000000000
Tlaxcala,2014,3,Mujeres,53844,206151,26.11871880000000000000
Veracruz,2014,3,Hombres,203561,2064947,9.8579285570000000000000
Veracruz,2014,3,Mujeres,89022,1027190,8.6665563330000000000000
Yucat n,2014,3,Hombres,81450,590087,13.803049380000000000000
Yucat n,2014,3,Mujeres,79752,369418,21.58855280000000000000
Zacatecas,2014,3,Hombres,39624,396015,10.00568160000000000000
Zacatecas,2014,3,Mujeres,25080,204109,12.287552240000000000000
Nacional,2014,4,Hombres,5009762,31032132,16.143789280000000000000
Nacional,2014,4,Mujeres,2933380,18791666,15.610004990000000000000
Aguascalientes,2014,4,Hombres,79471,322160,24.66817730000000000000
Aguascalientes,2014,4,Mujeres,34460,185051,18.621893420000000000000
Baja California,2014,4,Hombres,232585,911843,25.507132260000000000000
Baja California,2014,4,Mujeres,159936,585215,27.329443030000000000000
Baja California Sur,2014,4,Hombres,14915,213599,6.9827105930000000000000
Baja California Sur,2014,4,Mujeres,5972,132528,4.5062175540000000000000
Campeche,2014,4,Hombres,17577,248982,7.0595464730000000000000
Campeche,2014,4,Mujeres,17266,141188,12.229084620000000000000
Coahuila,2014,4,Hombres,243130,782353,31.076764580000000000000
Coahuila,2014,4,Mujeres,111860,462458,24.188142490000000000000
Colima,2014,4,Hombres,16451,196707,8.3632000890000000000000
Colima,2014,4,Mujeres,10898,142117,7.6683296160000000000000
Chiapas,2014,4,Hombres,66498,1282056,5.1868249120000000000000
Chiapas,2014,4,Mujeres,73529,529921,13.875464460000000000000
Chihuahua,2014,4,Hombres,270717,990023,27.344516240000000000000
Chihuahua,2014,4,Mujeres,162520,536016,30.319990450000000000000
Ciudad de M xico,2014,4,Hombres,291252,2282331,12.761163920000000000000
Ciudad de M xico,2014,4,Mujeres,154227,1774959,8.6890457750000000000000
Durango,2014,4,Hombres,69834,444794,15.700301710000000000000
Durango,2014,4,Mujeres,37898,258841,14.64142080000000000000
Guanajuato,2014,4,Hombres,385371,1419286,27.152455530000000000000
Guanajuato,2014,4,Mujeres,194671,935112,20.817934110000000000000
Guerrero,2014,4,Hombres,53393,880998,6.0605131910000000000000
Guerrero,2014,4,Mujeres,65196,527215,12.36611250000000000000
Hidalgo,2014,4,Hombres,117231,729322,16.073970070000000000000
Hidalgo,2014,4,Mujeres,78885,446464,17.66883780000000000000
Jalisco,2014,4,Hombres,382367,2027912,18.855206730000000000000
Jalisco,2014,4,Mujeres,226360,1317342,17.183085330000000000000
M xico,2014,4,Hombres,837091,4425260,18.916199270000000000000
M xico,2014,4,Mujeres,387366,2456580,15.768507440000000000000
Michoac n,2014,4,Hombres,130761,1164621,11.227772810000000000000
Michoac n,2014,4,Mujeres,100945,702087,14.377847760000000000000
Morelos,2014,4,Hombres,57008,461247,12.359538380000000000000
Morelos,2014,4,Mujeres,29917,322413,9.2790923440000000000000
Nayarit,2014,4,Hombres,22759,321502,7.0789606290000000000000
Nayarit,2014,4,Mujeres,18761,209029,8.9753096460000000000000
Nuevo Le n,2014,4,Hombres,394275,1396993,28.223119230000000000000
Nuevo Le n,2014,4,Mujeres,137003,809811,16.917898130000000000000
Oaxaca,2014,4,Hombres,77269,984355,7.8497086920000000000000
Oaxaca,2014,4,Mujeres,96724,636346,15.199906970000000000000
Puebla,2014,4,Hombres,218110,1547455,14.094755580000000000000
Puebla,2014,4,Mujeres,147082,994294,14.792606610000000000000
Quer taro,2014,4,Hombres,96341,448086,21.500560160000000000000
Quer taro,2014,4,Mujeres,56723,281863,20.124315710000000000000
Quintana Roo,2014,4,Hombres,23789,451313,5.2710646490000000000000
Quintana Roo,2014,4,Mujeres,12675,262558,4.827504780000000000000
San Luis Potos ,2014,4,Hombres,132244,707074,18.70299290000000000000
San Luis Potos ,2014,4,Mujeres,71705,399252,17.959834890000000000000
Sinaloa,2014,4,Hombres,68910,805237,8.5577289670000000000000
Sinaloa,2014,4,Mujeres,53754,514054,10.456878070000000000000
Sonora,2014,4,Hombres,120166,775852,15.488263230000000000000
Sonora,2014,4,Mujeres,96260,526998,18.265723970000000000000
Tabasco,2014,4,Hombres,42947,604850,7.1004381250000000000000
Tabasco,2014,4,Mujeres,18183,322961,5.6300915590000000000000
Tamaulipas,2014,4,Hombres,182470,891969,20.456988980000000000000
Tamaulipas,2014,4,Mujeres,119723,572203,20.923168880000000000000
Tlaxcala,2014,4,Hombres,71748,316907,22.640080530000000000000
Tlaxcala,2014,4,Mujeres,52377,203174,25.779381220000000000000
Veracruz,2014,4,Hombres,170277,2005938,8.4886472060000000000000
Veracruz,2014,4,Mujeres,95381,1018291,9.3667723670000000000000
Yucat n,2014,4,Hombres,84191,595967,14.12678890000000000000
Yucat n,2014,4,Mujeres,78242,371840,21.041845960000000000000
Zacatecas,2014,4,Hombres,38614,395140,9.7722326260000000000000
Zacatecas,2014,4,Mujeres,26881,213485,12.591516970000000000000
Nacional,2015,1,Hombres,5078477,31009993,16.37690470000000000000
Nacional,2015,1,Mujeres,2889284,18796071,15.371744450000000000000
Aguascalientes,2015,1,Hombres,81720,316943,25.783816020000000000000
Aguascalientes,2015,1,Mujeres,36461,189825,19.207691290000000000000
Baja California,2015,1,Hombres,230590,928565,24.832941150000000000000
Baja California,2015,1,Mujeres,153687,569901,26.967315380000000000000
Baja California Sur,2015,1,Hombres,15397,218914,7.0333555640000000000000
Baja California Sur,2015,1,Mujeres,7375,133503,5.524220430000000000000
Campeche,2015,1,Hombres,17259,252305,6.8405303110000000000000
Campeche,2015,1,Mujeres,17366,135217,12.843059670000000000000
Coahuila,2015,1,Hombres,247312,771491,32.056368770000000000000
Coahuila,2015,1,Mujeres,116515,457706,25.456297270000000000000
Colima,2015,1,Hombres,16476,195312,8.4357335950000000000000
Colima,2015,1,Mujeres,10853,143103,7.5840478540000000000000
Chiapas,2015,1,Hombres,69264,1317548,5.2570380740000000000000
Chiapas,2015,1,Mujeres,70702,548081,12.899918080000000000000
Chihuahua,2015,1,Hombres,286017,997203,28.681923340000000000000
Chihuahua,2015,1,Mujeres,155360,527075,29.475881040000000000000
Ciudad de M xico,2015,1,Hombres,283575,2234662,12.689838550000000000000
Ciudad de M xico,2015,1,Mujeres,148279,1777307,8.3429030550000000000000
Durango,2015,1,Hombres,74903,438667,17.0751390000000000000
Durango,2015,1,Mujeres,38685,259578,14.903034930000000000000
Guanajuato,2015,1,Hombres,383476,1409791,27.200911340000000000000
Guanajuato,2015,1,Mujeres,175800,901367,19.503709370000000000000
Guerrero,2015,1,Hombres,47506,843468,5.6322231550000000000000
Guerrero,2015,1,Mujeres,77356,511069,15.136116650000000000000
Hidalgo,2015,1,Hombres,104488,728543,14.342049820000000000000
Hidalgo,2015,1,Mujeres,69866,434655,16.073897690000000000000
Jalisco,2015,1,Hombres,401672,2046683,19.625511130000000000000
Jalisco,2015,1,Mujeres,236456,1348925,17.529217710000000000000
M xico,2015,1,Hombres,813517,4383174,18.559997850000000000000
M xico,2015,1,Mujeres,397013,2580029,15.387927810000000000000
Michoac n,2015,1,Hombres,146525,1191688,12.295584080000000000000
Michoac n,2015,1,Mujeres,95644,704023,13.585351610000000000000
Morelos,2015,1,Hombres,60866,470751,12.929552990000000000000
Morelos,2015,1,Mujeres,33098,324563,10.1977120000000000000
Nayarit,2015,1,Hombres,23408,332806,7.033527040000000000000
Nayarit,2015,1,Mujeres,16396,214615,7.6397269530000000000000
Nuevo Le n,2015,1,Hombres,400513,1393774,28.735863920000000000000
Nuevo Le n,2015,1,Mujeres,147361,795599,18.522019260000000000000
Oaxaca,2015,1,Hombres,71961,955453,7.531610660000000000000
Oaxaca,2015,1,Mujeres,97177,623787,15.578554860000000000000
Puebla,2015,1,Hombres,213571,1549409,13.784029910000000000000
Puebla,2015,1,Mujeres,131262,963926,13.617435360000000000000
Quer taro,2015,1,Hombres,108615,479019,22.674465940000000000000
Quer taro,2015,1,Mujeres,60691,290950,20.859597870000000000000
Quintana Roo,2015,1,Hombres,25058,448691,5.5846896860000000000000
Quintana Roo,2015,1,Mujeres,12356,272137,4.5403601860000000000000
San Luis Potos ,2015,1,Hombres,124177,700285,17.732351830000000000000
San Luis Potos ,2015,1,Mujeres,61681,391764,15.744427770000000000000
Sinaloa,2015,1,Hombres,76703,808185,9.4907725340000000000000
Sinaloa,2015,1,Mujeres,51651,515660,10.016483730000000000000
Sonora,2015,1,Hombres,129306,782041,16.534427220000000000000
Sonora,2015,1,Mujeres,93912,514419,18.255935340000000000000
Tabasco,2015,1,Hombres,43057,579789,7.4263223350000000000000
Tabasco,2015,1,Mujeres,13824,304708,4.5368024470000000000000
Tamaulipas,2015,1,Hombres,186941,889648,21.012917470000000000000
Tamaulipas,2015,1,Mujeres,121386,564023,21.521462780000000000000
Tlaxcala,2015,1,Hombres,72247,319590,22.606151630000000000000
Tlaxcala,2015,1,Mujeres,52286,199923,26.153068930000000000000
Veracruz,2015,1,Hombres,195480,2069938,9.4437611170000000000000
Veracruz,2015,1,Mujeres,82396,1020657,8.0728393570000000000000
Yucat n,2015,1,Hombres,85702,591782,14.48202210000000000000
Yucat n,2015,1,Mujeres,80672,374892,21.518730730000000000000
Zacatecas,2015,1,Hombres,41175,363875,11.315699070000000000000
Zacatecas,2015,1,Mujeres,25717,203084,12.663232950000000000000
Nacional,2015,2,Hombres,5125408,31309072,16.370360640000000000000
Nacional,2015,2,Mujeres,2912853,19027016,15.309037420000000000000
Aguascalientes,2015,2,Hombres,83107,323550,25.685983620000000000000
Aguascalientes,2015,2,Mujeres,34469,193786,17.787146650000000000000
Baja California,2015,2,Hombres,223362,921286,24.244588540000000000000
Baja California,2015,2,Mujeres,149173,579469,25.743050970000000000000
Baja California Sur,2015,2,Hombres,17326,219271,7.9016376990000000000000
Baja California Sur,2015,2,Mujeres,7052,138284,5.0996499960000000000000
Campeche,2015,2,Hombres,19427,254821,7.6237829690000000000000
Campeche,2015,2,Mujeres,17177,142913,12.019200490000000000000
Coahuila,2015,2,Hombres,256243,789468,32.457680360000000000000
Coahuila,2015,2,Mujeres,114563,460080,24.900669450000000000000
Colima,2015,2,Hombres,16615,195790,8.4861331020000000000000
Colima,2015,2,Mujeres,10034,143363,6.9990164830000000000000
Chiapas,2015,2,Hombres,61019,1332811,4.5782185170000000000000
Chiapas,2015,2,Mujeres,61815,532194,11.615125310000000000000
Chihuahua,2015,2,Hombres,297305,1009217,29.458976610000000000000
Chihuahua,2015,2,Mujeres,166636,525069,31.736019460000000000000
Ciudad de M xico,2015,2,Hombres,259882,2306935,11.265250210000000000000
Ciudad de M xico,2015,2,Mujeres,141102,1807167,7.8079114990000000000000
Durango,2015,2,Hombres,71815,447509,16.047721950000000000000
Durango,2015,2,Mujeres,41106,267294,15.378571910000000000000
Guanajuato,2015,2,Hombres,386647,1460555,26.472608020000000000000
Guanajuato,2015,2,Mujeres,186426,950581,19.611795310000000000000
Guerrero,2015,2,Hombres,42381,866211,4.8926878090000000000000
Guerrero,2015,2,Mujeres,59379,523677,11.338859640000000000000
Hidalgo,2015,2,Hombres,103638,727784,14.240214130000000000000
Hidalgo,2015,2,Mujeres,78613,467110,16.829654690000000000000
Jalisco,2015,2,Hombres,414411,2058656,20.130172310000000000000
Jalisco,2015,2,Mujeres,214834,1296409,16.57146780000000000000
M xico,2015,2,Hombres,833713,4403954,18.931010630000000000000
M xico,2015,2,Mujeres,404415,2590339,15.612435280000000000000
Michoac n,2015,2,Hombres,162466,1224389,13.269148940000000000000
Michoac n,2015,2,Mujeres,93062,699159,13.310563120000000000000
Morelos,2015,2,Hombres,64964,459231,14.146257550000000000000
Morelos,2015,2,Mujeres,31374,327188,9.5889824810000000000000
Nayarit,2015,2,Hombres,24881,327384,7.5999437970000000000000
Nayarit,2015,2,Mujeres,19227,212295,9.0567370880000000000000
Nuevo Le n,2015,2,Hombres,396381,1388997,28.537210660000000000000
Nuevo Le n,2015,2,Mujeres,155798,823259,18.924542580000000000000
Oaxaca,2015,2,Hombres,77308,966706,7.9970539130000000000000
Oaxaca,2015,2,Mujeres,92739,639186,14.508922290000000000000
Puebla,2015,2,Hombres,209708,1602273,13.088156640000000000000
Puebla,2015,2,Mujeres,143410,963494,14.884368770000000000000
Quer taro,2015,2,Hombres,101119,449451,22.498336860000000000000
Quer taro,2015,2,Mujeres,54972,284662,19.31132360000000000000
Quintana Roo,2015,2,Hombres,21825,454534,4.8016210010000000000000
Quintana Roo,2015,2,Mujeres,13099,279778,4.6819263840000000000000
San Luis Potos ,2015,2,Hombres,130136,701225,18.558379980000000000000
San Luis Potos ,2015,2,Mujeres,77381,416504,18.578693120000000000000
Sinaloa,2015,2,Hombres,76990,783167,9.8305980720000000000000
Sinaloa,2015,2,Mujeres,53250,488178,10.907906540000000000000
Sonora,2015,2,Hombres,129860,785126,16.540020330000000000000
Sonora,2015,2,Mujeres,111449,536658,20.767229780000000000000
Tabasco,2015,2,Hombres,47579,592106,8.0355544450000000000000
Tabasco,2015,2,Mujeres,16811,322385,5.2145726380000000000000
Tamaulipas,2015,2,Hombres,192574,905321,21.271350160000000000000
Tamaulipas,2015,2,Mujeres,107495,592195,18.151960080000000000000
Tlaxcala,2015,2,Hombres,71476,325981,21.92643130000000000000
Tlaxcala,2015,2,Mujeres,55873,215106,25.974635760000000000000
Veracruz,2015,2,Hombres,202155,2021731,9.9991047280000000000000
Veracruz,2015,2,Mujeres,95806,1024562,9.3509226380000000000000
Yucat n,2015,2,Hombres,87080,606735,14.352229560000000000000
Yucat n,2015,2,Mujeres,79743,374793,21.276544650000000000000
Zacatecas,2015,2,Hombres,42015,396897,10.585869890000000000000
